cultura,area_ha,ph,fosforo_ppm,potassio_ppm,materia_organica_percent,fase_enos,precipitacao_total_ciclo,temperatura_media_ciclo,temperatura_max_ciclo,dias_calor_extremo_ciclo,produtividade_kg_ha
Soja,20.57,6.18,17.75,87.37,3.16,Neutro,217.30000000000004,24.796241110734847,33.2,1.2083333333333333,3496.2937571113494
Algodão,20.83,4.91,17.89,124.54,1.67,Neutro,217.5,25.44408199250606,37.2,15.458333333333334,1687.734264690985
Algodão,18.27,5.89,19.51,109.76,2.17,Neutro,217.5,25.27388875959972,37.2,12.208333333333334,1726.5859127794542
Algodão,21.93,4.89,5.98,71.8,1.85,Neutro,215.4,25.350400549324785,37.2,13.5,1738.7999024442422
Soja,20.1,5.66,24.07,42.31,2.52,Neutro,208.8,24.818163195629907,33.8,1.625,4232.04466738056
Soja,19.05,5.72,22.34,53.74,2.4,Neutro,196.4,24.84069208586991,33.9,2.7916666666666665,3504.8808621661815
Soja,20.16,5.96,19.29,58.88,2.07,Neutro,188.3,24.843985338220588,33.9,2.5,3577.8814863171187
Algodão,21.93,5.98,16.19,97.29,3.45,Neutro,189.0,25.393265447813004,37.2,14.166666666666666,1541.0114961653264
Milho,21.58,5.06,19.54,148.98,3.36,Neutro,188.3,25.00482053969085,37.2,7.5,6214.340849040435
Soja,20.9,5.33,13.21,129.31,2.09,Neutro,187.7,24.841447593035166,33.9,2.458333333333333,4257.589164191147
Soja,18.77,6.02,23.74,79.86,2.88,Neutro,181.3,24.80758912813272,33.9,1.8333333333333333,4021.2380322270847
Milho,18.03,5.18,9.59,107.94,2.08,Neutro,181.3,24.89028989586265,35.4,5.291666666666667,3966.6913781584203
Milho,19.42,6.17,13.85,94.01,1.81,Neutro,173.29999999999998,25.023348368267445,37.2,7.833333333333333,4387.303388957762
Milho,20.54,5.41,14.08,77.22,2.29,Neutro,173.3,25.03895997821944,37.2,7.291666666666667,5019.230597911635
Milho,21.49,4.81,16.24,111.09,3.33,Neutro,174.00000000000003,25.088388440510283,37.2,8.708333333333334,5755.144182397454
Milho,21.24,6.0,8.61,89.86,1.71,Neutro,172.29999999999998,25.02597331881296,37.2,7.291666666666667,4780.8660668744
Milho,18.74,5.5,15.95,46.42,1.6,Neutro,172.3,24.9488038277512,36.0,5.916666666666667,6854.307862482884
Soja,18.66,6.09,19.26,55.1,2.5,Neutro,169.7,24.84949951566032,33.9,3.2916666666666665,4218.875063226139
Milho,20.71,5.74,17.65,54.52,2.52,Neutro,163.1,25.0285434721834,37.2,6.958333333333333,5164.516321340298
Milho,19.04,4.95,14.29,83.92,1.98,Neutro,144.5,25.18414475397032,37.2,9.916666666666666,5079.068263020955
Soja,21.69,4.96,13.76,82.46,2.37,Neutro,143.8,24.856876122082586,33.9,2.458333333333333,4551.123414234766
Algodão,20.91,5.39,11.04,89.51,3.37,Neutro,146.89999999999998,25.59748698211456,37.2,17.208333333333332,1654.9736490435937
Milho,20.89,6.06,7.27,43.39,2.62,Neutro,118.8,25.071696551724138,37.2,8.083333333333334,6649.002161317157
Milho,18.37,5.78,14.01,144.24,2.11,Neutro,103.7,25.23809649354073,37.2,10.583333333333334,6352.991106359335
Soja,19.15,6.01,20.11,48.54,1.99,Neutro,95.7,24.8686384319216,33.9,3.125,3656.465686702757
Soja,20.89,5.85,6.35,128.62,2.68,Neutro,95.7,24.874375208263917,33.9,3.6666666666666665,3739.7836884108324
Soja,18.09,5.64,5.39,71.23,1.9,Neutro,95.7,24.867212531149875,33.9,2.9166666666666665,4028.3839848801445
Algodão,18.05,5.98,24.17,56.47,2.13,Neutro,99.9,25.70565995019244,37.2,18.541666666666668,1519.2191995472278
Milho,18.01,5.02,17.02,40.88,3.16,Neutro,96.3,25.09813940572063,37.2,8.375,4554.933998985507
Soja,21.96,5.8,20.02,56.13,2.65,Neutro,95.7,24.856441934345217,33.9,3.125,3653.713246699594
Milho,20.98,6.06,16.67,139.71,1.61,Neutro,96.4,25.281137018601,37.2,11.5,4441.930535397704
Algodão,18.88,5.47,8.67,81.91,2.57,Neutro,99.9,25.702367402686093,37.2,18.541666666666668,1717.1317582546028
Soja,20.1,5.84,5.3,109.07,3.14,La Nina,671.9,25.51915382092489,37.5,5.541666666666667,3656.5825804643905
Algodão,20.89,5.85,6.35,128.62,2.68,La Nina,1289.1999999999998,25.05639417693169,37.5,5.541666666666667,1649.6532446763451
Soja,18.31,5.05,11.8,149.81,2.32,La Nina,655.5,25.53804958677686,37.5,5.541666666666667,4245.49126236474
Milho,18.27,5.89,19.51,109.76,2.17,La Nina,982.2,25.208553179672315,37.5,5.166666666666667,6036.105940825204
Soja,20.83,4.91,17.89,124.54,1.67,La Nina,644.5,25.509955976972567,37.5,5.166666666666667,4691.885949876865
Algodão,18.37,5.78,14.01,144.24,2.11,La Nina,1287.0,24.999112223992714,36.8,4.75,1589.6654801582542
Milho,21.6,5.6,18.84,111.99,2.64,La Nina,1008.1,25.14426898992649,36.8,4.75,4921.256199734704
Milho,20.81,4.82,5.33,137.9,3.12,La Nina,925.3,25.167696231226977,36.8,4.333333333333333,6679.293692673141
Algodão,18.09,5.64,5.39,71.23,1.9,La Nina,1295.3,24.948435037153796,36.8,4.041666666666667,1499.6174894243115
Milho,20.68,5.93,20.55,89.83,2.75,La Nina,1076.4,25.02053969085669,36.8,4.041666666666667,4993.632820795936
Algodão,18.55,6.03,7.75,42.91,2.16,La Nina,1297.2,24.951429204520277,36.8,4.041666666666667,1735.8551581956708
Milho,21.2,5.98,13.65,92.5,2.27,La Nina,1013.0,25.06355862068965,36.8,3.75,5779.552965813328
Soja,21.46,6.18,7.53,62.48,2.07,La Nina,647.4,25.310871867278507,35.4,3.1666666666666665,4151.1398721153955
Soja,19.28,4.91,8.29,128.13,3.02,La Nina,700.8,25.232885455156197,35.4,2.9166666666666665,3984.678387041174
Algodão,20.02,5.61,8.09,112.02,2.52,La Nina,1301.1,24.85854310536868,35.4,2.9166666666666665,2045.6302346483792
Soja,20.98,6.06,16.67,139.71,1.61,La Nina,781.6,25.144697212431915,35.4,2.9166666666666665,3687.3134182714793
Algodão,18.77,6.02,23.74,79.86,2.88,La Nina,1287.3,24.861073193692636,35.4,2.9166666666666665,1486.1439823614646
Milho,19.37,4.97,22.59,44.08,1.91,La Nina,1177.4,24.88097982708934,35.4,2.9166666666666665,5647.845257043311
Soja,18.38,6.05,6.21,64.76,3.39,La Nina,642.5999999999999,25.28352046360014,35.4,2.9166666666666665,3529.6736891514583
Algodão,21.58,5.06,19.54,148.98,3.36,La Nina,1284.2,24.845372781065088,35.4,2.625,1839.5622169737096
Milho,20.1,5.66,24.07,42.31,2.52,La Nina,1215.5,24.83720385316324,35.4,2.625,6902.114059241685
Soja,19.04,4.95,14.29,83.92,1.98,La Nina,674.1,25.223967525591245,35.4,2.625,3809.601316509888
Soja,20.54,5.41,14.08,77.22,2.29,La Nina,769.5999999999999,25.11305346015087,35.4,2.5416666666666665,3848.2430659091324
Milho,18.59,5.19,11.15,103.96,2.11,La Nina,1165.1999999999998,24.835662456328947,35.4,2.4166666666666665,5542.678500250361
Soja,18.68,5.25,20.04,51.35,2.38,La Nina,664.3,25.201340094168778,35.4,2.4166666666666665,3816.9449424784007
Soja,20.89,6.06,7.27,43.39,2.62,La Nina,813.8,25.027123022279625,35.4,2.208333333333333,4152.732371877626
Soja,21.93,4.89,5.98,71.8,1.85,La Nina,776.7,25.02579140286571,34.6,1.9166666666666667,4105.334478537324
Soja,18.88,5.47,8.67,81.91,2.57,La Nina,687.5999999999999,25.12566749733001,34.6,1.9166666666666667,4161.5776350626475
Soja,21.51,5.35,9.17,77.76,3.43,La Nina,734.5,25.068934397778552,34.6,1.7916666666666667,4254.895792068392
Milho,18.86,5.44,6.36,83.26,2.5,La Nina,1059.8,24.78639841314821,34.6,1.5833333333333333,4428.755733420934
Milho,21.19,6.18,17.07,59.27,2.44,La Nina,1156.0,24.70951308753166,33.8,1.2916666666666667,6035.804449878407
Algodão,18.75,6.03,18.95,94.53,2.58,La Nina,1289.0,24.707884208048952,33.8,1.2916666666666667,1561.8753502273075
Milho,20.57,6.18,17.75,87.37,3.16,La Nina,1054.4,24.729388106865844,33.8,1.2916666666666667,6099.626887515018
Algodão,19.42,6.17,13.85,94.01,1.81,La Nina,1300.8000000000002,24.667287875465902,33.8,1.2916666666666667,1655.4410935553403
Soja,18.01,5.02,17.02,40.88,3.16,La Nina,771.0,24.906437177280555,33.8,1.2916666666666667,4184.461990340143
Milho,19.1,5.31,20.65,129.11,1.76,La Nina,1196.3000000000002,24.66432576769025,33.8,1.0833333333333333,6758.100446951824
Algodão,18.36,5.03,16.07,75.44,3.48,La Nina,1283.7,24.651384756237128,33.8,1.0416666666666667,2147.0179736113437
Soja,20.45,5.88,21.16,55.44,2.54,La Nina,814.7,24.847263339070565,33.8,1.0416666666666667,4202.7419309916795
Milho,20.84,5.2,8.75,47.38,2.08,La Nina,1178.3,24.641029131500137,33.8,1.0416666666666667,6056.170144257796
Milho,19.82,5.21,14.6,88.96,3.45,La Nina,1183.9,24.641410291315,33.8,1.0416666666666667,5505.256550848975
Milho,20.91,5.39,11.04,89.51,3.37,La Nina,1217.1,24.6503295544424,33.8,1.0416666666666667,4737.4255806605115
Algodão,19.92,5.97,10.96,74.98,2.93,La Nina,1273.5,24.64364730386485,33.8,1.0416666666666667,1747.9892040644029
Soja,18.74,5.5,15.95,46.42,1.6,La Nina,756.3,24.86183123877917,33.8,1.0416666666666667,3630.311728906336
Soja,21.93,5.98,16.19,97.29,3.45,La Nina,940.8,24.73642234420407,33.8,1.0416666666666667,3721.1843689456955
Soja,19.62,5.79,11.74,42.05,2.32,La Nina,887.0,24.7799590303858,33.8,1.0416666666666667,3961.2712137941803
Milho,20.18,5.75,21.63,148.64,2.78,La Nina,1139.8,24.633437945791727,33.8,1.0416666666666667,5345.584997384388
Algodão,21.49,4.81,16.24,111.09,3.33,La Nina,1250.3,24.644711872251797,33.8,1.0416666666666667,2071.032345627918
Algodão,18.62,5.57,8.51,139.47,3.31,La Nina,1264.1999999999998,24.612475203879217,33.8,1.0416666666666667,1597.4299407178937
Algodão,19.02,5.29,9.85,83.57,1.88,La Nina,1248.1999999999998,24.652094547156565,33.8,1.0416666666666667,1882.856497705526
Milho,18.05,5.98,24.17,56.47,2.13,La Nina,1185.9,24.672363150867824,33.8,1.0416666666666667,6655.017013715046
Algodão,21.6,5.44,14.23,76.76,2.42,La Nina,1236.7,24.656605570102357,33.8,1.0416666666666667,2009.8212513722428
Milho,19.99,5.33,18.29,101.85,2.51,La Nina,1140.0,24.64430059104982,33.8,1.0416666666666667,7065.083291608112
Milho,19.25,5.4,16.5,108.6,2.86,La Nina,1128.1999999999998,24.647577217342025,33.8,1.0416666666666667,5362.127859075134
Soja,21.9,4.95,8.4,109.43,2.42,La Nina,897.3,24.76409136714813,33.8,1.0416666666666667,3974.504598923365
Algodão,18.58,5.8,13.17,44.83,3.39,La Nina,1233.9,24.637632384090374,33.8,1.0416666666666667,1593.9311135594157
Soja,18.03,5.18,9.59,107.94,2.08,La Nina,945.1,24.703319232020824,33.8,1.0416666666666667,3482.9176985328645
Milho,19.15,5.91,11.52,68.64,3.48,La Nina,1163.7,24.648403221327406,33.8,1.0416666666666667,6982.452413634237
Algodão,19.05,5.72,22.34,53.74,2.4,La Nina,1242.3000000000002,24.633441936234583,33.8,1.0416666666666667,1972.239628869006
Algodão,19.52,5.02,23.9,100.53,1.95,La Nina,1242.1,24.5906818680114,33.8,0.8333333333333334,1793.4996843982392
Milho,18.5,5.46,23.03,40.64,2.75,La Nina,1184.3,24.64330626146188,33.8,0.8333333333333334,4321.41178977151
Soja,19.42,5.49,24.89,74.37,2.77,La Nina,973.8,24.6392502403076,33.8,0.75,4667.385258942776
Soja,20.71,5.74,17.65,54.52,2.52,La Nina,895.5,24.702811523776468,33.8,0.75,4267.360148693107
Soja,19.62,5.76,11.25,119.47,2.26,La Nina,905.7,24.6790003471017,33.8,0.75,4366.46418551097
Algodão,19.56,6.07,11.21,124.93,3.0,La Nina,1235.9,24.58962066558064,33.8,0.75,1816.868362617201
Algodão,21.96,5.8,20.02,56.13,2.65,La Nina,1235.9,24.57315436241611,33.8,0.75,1686.4053771743015
Algodão,19.12,5.92,10.84,50.61,2.85,La Nina,1235.0,24.589216853130203,33.8,0.75,1658.8669177874879
Soja,18.77,5.86,18.28,112.62,2.58,La Nina,890.0,24.69152957647882,33.8,0.75,3429.984402564246
Milho,19.18,5.51,18.6,41.09,2.66,La Nina,1184.4,24.620225307833376,33.8,0.75,5343.782901592194
Soja,18.38,5.24,20.77,76.94,1.74,La Nina,956.3,24.631321744834374,33.8,0.75,3698.1959453427385
Algodão,18.12,5.74,22.34,87.47,2.27,La Nina,1233.1999999999998,24.5916449704142,33.8,0.75,1999.9441269151282
Algodão,20.9,5.33,13.21,129.31,2.09,La Nina,1225.9,24.58866936443704,33.8,0.75,1550.506530490538
Milho,20.16,5.96,19.29,58.88,2.07,La Nina,1168.6999999999998,24.61394786347756,33.8,0.75,5318.472245154144
Soja,18.12,6.2,9.51,119.29,3.18,La Nina,1045.0,24.57634233647901,33.8,0.5833333333333334,4196.0175823355385
Milho,20.02,6.06,16.79,56.97,3.4,La Nina,1188.9,24.59244988284301,33.8,0.5833333333333334,6683.14422718066
Algodão,21.69,4.96,13.76,82.46,2.37,La Nina,1225.3,24.560965395635883,33.8,0.5833333333333334,1762.1570400947135
Algodão,18.66,6.09,19.26,55.1,2.5,La Nina,1209.1,24.55003510414229,33.8,0.5833333333333334,1954.6885262446162
Milho,20.34,5.21,23.59,50.34,2.68,La Nina,1151.7,24.586927925459037,33.8,0.5833333333333334,5568.183392815477
Milho,19.15,6.01,20.11,48.54,1.99,La Nina,1151.7,24.586927925459037,33.8,0.5833333333333334,4763.038896169703
Soja,21.11,5.28,6.96,103.73,3.01,La Nina,1028.6,24.55878040653116,33.8,0.5833333333333334,4039.1388640187474
Algodão,21.24,6.0,8.61,89.86,1.71,La Nina,1208.9,24.545618028681996,33.8,0.5833333333333334,1772.762786369265
Algodão,19.99,5.33,18.29,101.85,2.51,La Nina,619.8000000000001,24.660481873451925,35.5,8.291666666666666,1894.484900531483
Milho,20.54,5.41,14.08,77.22,2.29,La Nina,612.2,24.475006942515968,32.8,2.083333333333333,4895.563789224165
Algodão,18.31,5.05,11.8,149.81,2.32,La Nina,599.6,24.61266089398549,35.2,6.916666666666667,1774.3249247643478
Milho,21.49,4.81,16.24,111.09,3.33,La Nina,599.6,24.499107384365704,33.3,2.5,6304.94779460693
Algodão,20.1,5.66,24.07,42.31,2.52,La Nina,599.6000000000001,24.673093557933075,35.5,8.291666666666666,1600.1200759326628
Algodão,18.03,5.18,9.59,107.94,2.08,La Nina,599.6,24.74788389098161,36.5,9.791666666666666,1816.9729921179237
Milho,18.75,6.03,18.95,94.53,2.58,La Nina,586.3000000000001,24.49080723929905,32.8,1.8333333333333333,5267.707074804558
Soja,19.92,5.97,10.96,74.98,2.93,La Nina,586.3,24.606931337455254,32.7,1.4583333333333333,4359.64394665907
Milho,21.11,5.28,6.96,103.73,3.01,La Nina,579.6999999999999,24.50973824936673,32.8,2.1666666666666665,6282.874900003353
Algodão,19.28,4.91,8.29,128.13,3.02,La Nina,552.8,24.755920307901288,36.2,9.458333333333334,1859.320386288981
Algodão,20.68,5.93,20.55,89.83,2.75,La Nina,552.8,24.755920307901288,36.2,9.458333333333334,1698.8479416270288
Algodão,20.91,5.39,11.04,89.51,3.37,La Nina,552.8,24.865065020938943,36.8,11.125,1814.464315807091
Algodão,20.57,6.18,17.75,87.37,3.16,La Nina,541.5,24.85099664053752,36.8,10.791666666666666,1484.895488661685
Algodão,21.93,4.89,5.98,71.8,1.85,La Nina,526.2,24.933788847255897,36.8,12.0,1730.1222821942363
Milho,19.04,4.95,14.29,83.92,1.98,La Nina,512.5000000000001,24.56689207465513,33.4,3.583333333333333,4727.487100364586
Algodão,20.84,5.2,8.75,47.38,2.08,La Nina,497.8,24.983183512387637,36.8,12.541666666666666,1678.660705216249
Algodão,19.1,5.31,20.65,129.11,1.76,La Nina,495.4,24.725798816568048,35.5,8.583333333333334,1951.9347019975999
Algodão,18.88,5.47,8.67,81.91,2.57,La Nina,487.9,24.908557844690968,36.8,11.458333333333334,1744.1811277943407
Milho,21.58,5.06,19.54,148.98,3.36,La Nina,487.9,24.514243482934692,33.4,3.75,6805.9396513967
Soja,20.02,6.06,16.79,56.97,3.4,La Nina,487.8,24.60764215863817,32.7,1.2083333333333333,4571.903997570099
Soja,20.02,5.61,8.09,112.02,2.52,La Nina,487.9,24.517823700355187,32.7,1.4583333333333333,3287.705649966665
Soja,19.25,5.4,16.5,108.6,2.86,La Nina,479.5,24.52867670618392,32.7,1.5833333333333333,4101.375655834726
Algodão,20.83,4.91,17.89,124.54,1.67,La Nina,467.1,24.81157919510473,36.5,9.791666666666666,1645.5240889911615
Soja,20.34,5.21,23.59,50.34,2.68,La Nina,467.1,24.54009917355372,32.7,1.4583333333333333,3613.5447526466146
Milho,20.9,5.33,13.21,129.31,2.09,La Nina,467.1,24.55594482758621,33.4,3.583333333333333,6398.288613681214
Soja,21.6,5.44,14.23,76.76,2.42,La Nina,467.1,24.53261672824992,32.7,1.4583333333333333,3731.964145833301
Milho,19.42,5.49,24.89,74.37,2.77,La Nina,444.5999999999999,24.60027956388035,33.4,3.583333333333333,3826.2437321145467
Soja,18.62,5.57,8.51,139.47,3.31,La Nina,387.9,24.582395053693464,32.7,1.625,4378.449492754103
Soja,18.36,5.03,16.07,75.44,3.48,La Nina,387.9,24.61114196459563,32.7,1.4583333333333333,4142.6603373639855
Soja,20.81,4.82,5.33,137.9,3.12,La Nina,371.8,24.58983672109297,32.7,1.4583333333333333,4207.2288424349545
Algodão,19.15,5.91,11.52,68.64,3.48,La Nina,371.8,25.0249485008011,36.8,12.25,1751.1130443416557
Soja,18.77,6.02,23.74,79.86,2.88,La Nina,371.8,24.5865404475043,32.7,1.4583333333333333,4192.351441897471
Algodão,20.71,5.74,17.65,54.52,2.52,La Nina,371.8,24.87669602475601,36.8,10.166666666666666,1847.1874345304907
Algodão,18.05,5.98,24.17,56.47,2.13,La Nina,367.0,25.05565672661052,36.8,12.541666666666666,1635.9633946411898
Soja,18.09,5.64,5.39,71.23,1.9,La Nina,361.7,24.598993405067684,32.7,1.4583333333333333,4362.747187582094
Algodão,21.93,5.98,16.19,97.29,3.45,La Nina,378.7000000000001,25.19402689001543,36.8,14.666666666666666,1763.6184914035953
Milho,19.42,6.17,13.85,94.01,1.81,La Nina,357.4,24.58190175237001,33.4,3.583333333333333,4255.487317750338
Milho,21.51,5.35,9.17,77.76,3.43,La Nina,341.5,24.61702786377709,34.4,4.375,4017.4953674951535
Algodão,18.01,5.02,17.02,40.88,3.16,La Nina,334.40000000000003,25.097998603676984,36.8,12.875,2046.565727743549
Algodão,20.16,5.96,19.29,58.88,2.07,La Nina,316.0,25.07171597633136,36.8,12.291666666666666,1835.3467835515405
Soja,21.19,6.18,17.07,59.27,2.44,La Nina,313.7,24.618575747396708,32.7,1.7083333333333333,3839.7678372576324
Milho,21.46,6.18,7.53,62.48,2.07,La Nina,308.9,24.65495547256535,34.4,4.583333333333333,6648.088689240995
Algodão,18.38,6.05,6.21,64.76,3.39,La Nina,338.8,25.284505179634124,36.8,15.583333333333334,1918.338438146365
Soja,19.02,5.29,9.85,83.57,1.88,La Nina,308.9,24.64842922696788,32.7,1.625,4559.134411876895
Algodão,20.1,5.84,5.3,109.07,3.14,La Nina,324.8,25.25748705246566,36.8,14.916666666666666,1623.0460077335758
Milho,21.69,4.96,13.76,82.46,2.37,La Nina,297.7,24.83099292638197,35.5,8.291666666666666,6048.42895124791
Milho,18.38,5.24,20.77,76.94,1.74,La Nina,293.4,24.751641379310342,34.9,6.375,6344.791761751249
Soja,20.18,5.75,21.63,148.64,2.78,La Nina,290.40000000000003,24.67442686470778,33.4,2.708333333333333,3586.959258498227
Algodão,19.37,4.97,22.59,44.08,1.91,La Nina,320.3,25.334389541325063,36.8,16.166666666666668,1875.6946646209892
Soja,19.15,6.01,20.11,48.54,1.99,La Nina,288.3,24.664250573958675,33.3,2.5,4557.725215515382
Milho,18.68,5.25,20.04,51.35,2.38,La Nina,288.3,24.726296401246813,34.4,5.875,5706.850015243513
Soja,18.5,5.46,23.03,40.64,2.75,La Nina,288.3,24.650647532376617,32.8,1.8333333333333333,4092.2609212005304
Soja,19.18,5.51,18.6,41.09,2.66,La Nina,278.4,24.65247419010324,32.7,1.7083333333333333,3967.0093869597035
Algodão,19.62,5.79,11.74,42.05,2.32,La Nina,305.1,25.27289979171488,36.8,14.833333333333334,1864.8795105001284
Algodão,18.86,5.44,6.36,83.26,2.5,La Nina,266.4,25.2838957412148,36.8,14.833333333333334,1981.9193376868095
Algodão,18.59,5.19,11.15,103.96,2.11,La Nina,221.3,25.403874580067185,36.8,16.75,1656.3788585223917
Milho,19.52,5.02,23.9,100.53,1.95,La Nina,191.4,24.931652958344387,36.2,9.458333333333334,6154.696360294647
Milho,18.58,5.8,13.17,44.83,3.39,La Nina,166.7,24.990957026100716,36.8,10.166666666666666,5496.7791368676935
Algodão,19.62,5.76,11.25,119.47,2.26,La Nina,196.6,25.417811303760413,36.8,16.75,1850.085602631555
Soja,19.56,6.07,11.21,124.93,3.0,La Nina,161.8,24.704663581345677,32.8,2.083333333333333,3669.8357309923376
Milho,19.05,5.72,22.34,53.74,2.4,La Nina,147.1,24.979548508465463,36.5,9.791666666666666,6250.726360210461
Milho,21.96,5.8,20.02,56.13,2.65,La Nina,142.1,25.015049717817792,36.8,10.166666666666666,7360.6282563185205
Soja,18.12,5.74,22.34,87.47,2.27,La Nina,142.1,24.764678440519827,33.4,3.375,3694.2031937807374
Soja,21.6,5.6,18.84,111.99,2.64,La Nina,136.10000000000002,24.77497500833056,33.4,3.583333333333333,4197.2789866946105
Milho,18.66,6.09,19.26,55.1,2.5,La Nina,136.1,25.018609683527185,36.8,10.166666666666666,7711.331061236178
Milho,18.55,6.03,7.75,42.91,2.16,La Nina,136.1,24.886276747503565,35.5,7.75,6998.814570634109
Soja,21.2,5.98,13.65,92.5,2.27,La Nina,135.00000000000003,24.763878707097632,33.4,3.583333333333333,4222.51392685872
Milho,21.24,6.0,8.61,89.86,1.71,La Nina,135.0,24.99416278432448,36.5,9.791666666666666,6637.647918451014
Soja,18.37,5.78,14.01,144.24,2.11,La Nina,135.0,24.692905955092744,33.4,3.75,3833.3961739116503
Algodão,18.77,5.86,18.28,112.62,2.58,La Nina,164.90000000000003,25.37393477743394,36.8,15.333333333333334,1642.0881568539894
Algodão,18.12,6.2,9.51,119.29,3.18,La Nina,171.09999999999997,25.489975495656047,36.8,17.375,1769.4289584520502
Algodão,21.9,4.95,8.4,109.43,2.42,La Nina,166.6,25.48148317692836,36.8,17.208333333333332,1801.651433619447
Algodão,18.27,5.89,19.51,109.76,2.17,La Nina,163.4,25.412092358962152,36.8,15.875,1700.3734236900236
Milho,20.89,5.85,6.35,128.62,2.68,La Nina,127.3,24.999972043611965,36.5,9.791666666666666,4978.945708734942
Algodão,20.98,6.06,16.67,139.71,1.61,La Nina,158.29999999999998,25.493460553874797,36.8,17.208333333333332,2111.8068519647736
Algodão,18.74,5.5,15.95,46.42,1.6,La Nina,184.3,25.51699534677598,36.8,17.833333333333332,1739.7677055987351
Algodão,19.82,5.21,14.6,88.96,3.45,La Nina,161.9,25.493728542000454,36.8,17.375,1950.6490364293227
Milho,20.89,6.06,7.27,43.39,2.62,La Nina,128.39999999999998,25.23139994727129,36.8,12.875,5289.847804058282
Milho,19.12,5.92,10.84,50.61,2.85,La Nina,126.0,25.18564901908089,36.8,12.25,6580.747016625742
Algodão,20.45,5.88,21.16,55.44,2.54,La Nina,156.3,25.494728171334437,36.8,17.208333333333332,1832.0521380847
Soja,21.58,5.79,9.84,64.3,3.07,La Nina,903.0,24.61834061135371,33.6,2.125,3788.3251938075155
Milho,18.36,5.83,6.31,65.3,2.16,La Nina,1088.3,24.522867667894587,33.6,2.083333333333333,6120.782288957101
Milho,19.25,5.94,5.04,74.08,2.26,La Nina,1087.8,24.49649525998276,33.6,2.0,4134.955698196775
Soja,19.15,4.88,5.15,43.38,2.4,La Nina,844.7,24.64112248499823,33.6,1.9583333333333333,4168.193325767032
Algodão,18.5,5.3,19.95,129.09,2.1,La Nina,1324.4,24.5218205862905,33.6,1.9166666666666667,1739.861495314859
Soja,21.93,6.08,9.57,64.91,1.54,La Nina,866.5,24.58483446066216,33.6,1.8333333333333333,3922.8478860049354
Soja,18.75,5.32,16.0,44.3,3.02,La Nina,888.6,24.55652323580035,33.6,1.7083333333333333,3618.5923213279057
Soja,21.96,5.5,20.06,132.8,2.37,La Nina,948.4,24.52961626762873,33.6,1.7083333333333333,4262.7462062003415
Milho,18.74,4.9,20.36,77.78,2.87,La Nina,1153.8,24.44790370570733,33.6,1.625,5793.96514892686
Soja,20.98,5.78,20.04,43.41,2.61,La Nina,859.0999999999999,24.54621513944223,33.6,1.5416666666666667,3971.6857172447462
Algodão,20.02,5.06,9.62,115.21,2.51,La Nina,1312.9,24.47946408466561,33.6,1.625,1663.4669273896104
Milho,20.1,5.8,22.82,149.23,2.03,La Nina,1078.4,24.480085592011413,33.6,1.625,5084.6864495806885
Milho,21.9,5.43,15.19,147.25,2.75,La Nina,1102.1,24.46709822685055,33.6,1.625,5368.90790489971
Milho,21.2,6.08,5.18,113.82,2.77,La Nina,1102.4,24.454489164086688,33.6,1.5833333333333333,7017.115795875807
Soja,19.04,5.06,17.02,85.32,2.64,La Nina,973.7,24.472102034226676,33.6,1.5,3646.8860059681465
Soja,21.11,6.1,11.43,143.22,2.32,La Nina,968.5,24.461102000655952,33.6,1.5,3692.7947460749856
Soja,20.9,4.81,6.13,53.4,3.14,La Nina,912.7,24.47325301204819,33.3,1.375,4616.270474536571
Soja,21.69,5.59,19.12,48.21,1.54,La Nina,871.0999999999999,24.480348878604488,33.3,1.375,4108.136008353401
Milho,18.59,4.89,13.76,79.53,2.42,La Nina,1110.1,24.38650499286733,33.3,1.4583333333333333,6315.466979005273
Milho,18.09,4.88,17.03,112.34,2.94,La Nina,1239.1999999999998,24.381072637334032,33.3,1.4583333333333333,4571.5900740947745
Milho,19.1,5.21,24.5,85.79,3.33,La Nina,1134.9,24.364550864267496,33.3,1.375,4315.383319849578
Algodão,20.81,5.64,8.09,123.8,2.53,La Nina,1296.3,24.404683454930574,33.3,1.375,1715.4197246113185
Soja,21.51,5.79,5.12,107.42,2.06,La Nina,957.8,24.39712157128344,33.3,1.2916666666666667,4000.7683433565526
Algodão,21.49,5.74,10.71,141.08,1.62,La Nina,1289.6,24.39295405855748,33.3,1.375,2079.3579095520986
Milho,20.68,5.97,21.33,134.14,2.52,La Nina,1216.4,24.370945066388963,33.3,1.3333333333333333,4158.099552323335
Soja,18.66,5.74,16.88,116.72,2.16,La Nina,927.4,24.390223752151464,33.3,1.25,3965.263538043823
Milho,20.57,5.33,12.27,94.99,2.99,La Nina,1151.7,24.35543152736183,33.3,1.3333333333333333,5581.67299759044
Soja,18.88,5.79,9.36,54.3,1.67,La Nina,971.7,24.36644801574287,33.3,1.25,4285.875723622503
Soja,20.84,5.63,20.5,69.66,3.1,La Nina,954.7,24.359813395534815,33.3,1.25,3382.3729012947065
Algodão,20.54,6.04,19.73,148.22,1.64,La Nina,1294.8,24.41705195696956,33.3,1.2083333333333333,1628.605991138181
Milho,19.02,5.8,14.44,43.88,2.61,La Nina,1208.4,24.34048819315468,33.3,1.2083333333333333,6315.042782067107
Milho,18.31,5.8,14.26,74.77,3.28,La Nina,1205.0,24.33032188260752,33.3,1.2083333333333333,6790.149887842711
